-5.442877 2.500000 1.045141 1.045141 
-5.434191 2.500000 1.053479 1.053479 
-5.425505 2.500000 1.061818 1.061818 
-5.416819 2.500000 1.070156 1.070156 
-5.408133 2.500000 1.078495 1.078495 
-5.399448 2.500000 1.086833 1.086833 
-5.390762 2.500000 1.095171 1.095171 
-5.382076 2.500000 1.103510 1.103510 
-5.373390 2.500000 1.111848 1.111848 
-5.364704 2.500000 1.120187 1.120187 
-5.356018 2.500000 1.128525 1.128525 
-5.347332 2.500000 1.136864 1.136864 
-5.338646 2.500000 1.145202 1.145202 
-5.329960 2.500000 1.153540 1.153540 
-5.321275 2.500000 1.161879 1.161879 
-5.312589 2.500000 1.170217 1.170217 
-5.303903 2.500000 1.178556 1.178556 
-5.295217 2.500000 1.186894 1.186894 
-5.286531 2.500000 1.195233 1.195233 
-5.277845 2.500000 1.203571 1.203571 
-5.269159 2.500000 1.211910 1.211910 
-5.260473 2.500000 1.220248 1.220248 
-5.251787 2.500000 1.228586 1.228586 
-5.243102 2.500000 1.236925 1.236925 
-5.234416 2.500000 1.245263 1.245263 
-5.225730 2.500000 1.253602 1.253602 
-5.217044 2.500000 1.261940 1.261940 
-5.208358 2.500000 1.270278 1.270278 
-5.199672 2.500000 1.278617 1.278617 
-5.190986 2.500000 1.286955 1.286955 
-5.182300 2.500000 1.295294 1.295294 
-5.173614 2.500000 1.303632 1.303632 
-5.164929 2.500000 1.311971 1.311971 
-5.156243 2.500000 1.320309 1.320309 
-5.147557 2.500000 1.328648 1.328648 
-5.138871 2.500000 1.336986 1.336986 
-5.130185 2.500000 1.345324 1.345324 
-5.121499 2.500000 1.353663 1.353663 
-5.112813 2.500000 1.362001 1.362001 
-5.104127 2.500000 1.370340 1.370340 
-5.095441 2.500000 1.378678 1.378678 
-5.086756 2.500000 1.387016 1.387016 
-5.078070 2.500000 1.395355 1.395355 
-5.069384 2.500000 1.403693 1.403693 
-5.060698 2.500000 1.412032 1.412032 
-5.052012 2.500000 1.420370 1.420370 
-5.043326 2.500000 1.428708 1.428708 
-5.034640 2.500000 1.437047 1.437047 
-5.025954 2.500000 1.445385 1.445385 
-5.017268 2.500000 1.453724 1.453724 
-5.008583 2.500000 1.462062 1.462062 
-4.999897 2.500000 1.470400 1.470400 
-4.991211 2.500000 1.478739 1.478739 
-4.982525 2.500000 1.487077 1.487077 
-4.973839 2.500000 1.495415 1.495415 
-4.965153 2.500000 1.503754 1.503754 
-4.956467 2.500000 1.512092 1.512092 
-4.947781 2.500000 1.520431 1.520431 
-4.939095 2.500000 1.528769 1.528769 
-4.930410 2.500000 1.537107 1.537107 
-4.921724 2.500000 1.545446 1.545446 
-4.913038 2.500000 1.553784 1.553784 
-4.904352 2.500000 1.562122 1.562122 
-4.895666 2.500000 1.570461 1.570461 
-4.886980 2.500000 1.578799 1.578799 
-4.878294 2.500000 1.587137 1.587137 
-4.869608 2.500000 1.595476 1.595476 
-4.860922 2.500000 1.603814 1.603814 
-4.852237 2.500000 1.612152 1.612152 
